text,label,language,source
"La Administración Nacional de Medicamentos de Argentina aprobó en 2022 la primera vacuna contra el meningococo diseñada y producida íntegramente en América Latina. Fue desarrollada por el Instituto Finlay de Cuba y cubre los serogrupos B y C, principales causantes de meningitis bacteriana en la región.",true,es,synthetic_es
"Según la Organización Mundial de la Salud, el tabaquismo causa más de 8 millones de muertes anuales en el mundo, de las cuales aproximadamente 1.2 millones corresponden a fumadores pasivos. En América Latina, el consumo de tabaco es responsable del 16% de todas las muertes en adultos mayores de 30 años.",true,es,synthetic_es
"Te cuento que Brasil logró reducir las muertes por VIH/SIDA en un 42% entre 2005 y 2020 mediante la implementación de tratamiento antirretroviral universal gratuito y políticas de prevención focalizadas. El país produce localmente varios medicamentos antirretrovirales genéricos, garantizando el acceso a más de 700 mil personas con VIH.",true,es,synthetic_es
La vacuna contra el virus del papiloma humano reduce en más del 90% el riesgo de desarrollar cáncer cervicouterino cuando se administra antes del inicio de la vida sexual activa. Estudios en países nórdicos con alta cobertura vacunal muestran reducciones drásticas en casos de cáncer de cuello uterino en mujeres menores de 30 años.,true,es,synthetic_es
"Mira, la Agencia Europea de Medicamentos aprobó en 2023 el lecanemab, primer fármaco que demostró ralentizar significativamente el deterioro cognitivo en pacientes con Alzheimer en etapa temprana. Los ensayos clínicos mostraron una reducción del 27% en la progresión de la enfermedad comparado con placebo durante 18 meses de tratamiento.",true,es,synthetic_es
"Según datos de la OPS, Uruguay tiene la tasa de cesáreas más alta de América Latina, alcanzando el 45% de todos los nacimientos. La OMS recomienda que este procedimiento no supere el 15% de los partos, ya que tasas superiores no se asocian con reducción adicional en mortalidad materna o neonatal.",true,es,synthetic_es
"Fíjate que la malaria fue eliminada oficialmente de Argentina en 2019 y de El Salvador en 2021, después de años sin casos autóctonos. Ambos países recibieron la certificación de la OMS como territorios libres de paludismo, uniéndose a Uruguay, que logró esta distinción desde 1960.",true,es,synthetic_es
"La terapia de rehidratación oral, una solución simple de agua, sal y azúcar, ha salvado más de 50 millones de vidas desde su desarrollo en la década de 1970. La OMS la considera uno de los avances médicos más importantes del siglo XX para prevenir muertes por diarrea, especialmente en niños menores de cinco años.",true,es,synthetic_es
"Oye, resulta que Colombia implementó en 2023 un programa piloto de pruebas de tuberculosis con inteligencia artificial que analiza radiografías de tórax. El sistema detecta casos sospechosos con una precisión del 90%, permitiendo diagnóstico más rápido en zonas rurales donde no hay radiólogos especializados disponibles regularmente.",true,es,synthetic_es
"La enfermedad de Chagas afecta a entre 6 y 7 millones de personas en el mundo, principalmente en América Latina. El tratamiento con benznidazol es altamente efectivo si se administra en fase aguda o temprana, con tasas de curación cercanas al 100%, pero su eficacia disminuye considerablemente en fase crónica de la enfermedad.",true,es,synthetic_es
"Según investigaciones publicadas en 2022, la vacuna contra el VPH también reduce significativamente el riesgo de cáncer de orofaringe en hombres. Los estudios muestran que los serotipos 16 y 18 del virus, cubiertos por las vacunas actuales, son responsables del 70% de estos cánceres, cuya incidencia ha aumentado en las últimas décadas.",true,es,synthetic_es
"Te cuento que Perú logró reducir la desnutrición crónica infantil del 28% en 2008 al 11% en 2022 mediante programas focalizados de suplementación nutricional, acceso a agua potable y educación alimentaria. Las regiones andinas todavía presentan tasas superiores al promedio nacional, pero la tendencia general es descendente en todo el territorio.",true,es,synthetic_es
"La FDA aprobó en 2023 el zuranolona, primer medicamento oral específicamente diseñado para tratar la depresión posparto. Los ensayos clínicos demostraron mejora significativa de síntomas en tan solo tres días, con un tratamiento de solo 14 días de duración, a diferencia de los antidepresivos tradicionales que requieren semanas para hacer efecto.",true,es,synthetic_es
"Mira, la viruela del mono fue renombrada oficialmente como mpox por la OMS en 2022 para evitar estigmatización y referencias racistas. La decisión se tomó tras consulta con expertos globales y siguiendo las mejores prácticas de nomenclatura de enfermedades que buscan nombres neutrales sin referencias geográficas, animales o poblaciones específicas.",true,es,synthetic_es
"Según estudios recientes, la resistencia a la artemisina, medicamento esencial contra la malaria, se ha detectado en varios países del sudeste asiático y comienza a aparecer en África. La OMS advierte que la pérdida de eficacia de este tratamiento podría resultar en millones de muertes adicionales, como ocurrió con resistencias previas a la cloroquina.",true,es,synthetic_es
"En octubre de 2019, Ecuador vivió protestas masivas que llevaron al presidente Lenín Moreno a trasladar temporalmente la sede del gobierno de Quito a Guayaquil. Las manifestaciones surgieron por la eliminación del subsidio a los combustibles como parte de un acuerdo con el FMI, afectando especialmente a transportistas y comunidades indígenas.",true,es,synthetic_es
Chile aprobó en septiembre de 2022 mediante referéndum vinculante el rechazo a la propuesta de nueva Constitución con un 61.9% de los votos. Esta propuesta había sido redactada por una Convención Constitucional electa en 2021 tras el estallido social de octubre de 2019.,true,es,synthetic_es
"México implementó en 2019 la Guardia Nacional como una fuerza de seguridad de carácter civil pero con mando militar, fusionando elementos de la Policía Federal, la Marina y el Ejército. Esta decisión generó debate sobre la militarización de la seguridad pública en el país.",true,es,synthetic_es
"Argentina enfrentó en 2023 una inflación anual superior al 211%, la más alta en tres décadas, según datos del INDEC. Esta cifra se convirtió en un tema central durante las elecciones presidenciales de ese año, donde competían propuestas económicas radicalmente diferentes.",true,es,synthetic_es
"Brasil realizó en 2018 su primera elección presidencial con un candidato cumpliendo condena en prisión. Luiz Inácio Lula da Silva lideró encuestas hasta ser inhabilitado por la justicia, lo que permitió el ascenso de Jair Bolsonaro en un contexto de alta polarización política.",true,es,synthetic_es
"Colombia firmó en noviembre de 2016 un acuerdo de paz con las FARC después de 52 años de conflicto armado. El texto fue refrendado por el Congreso tras ser rechazado inicialmente en plebiscito por un margen de apenas 0.4%, lo que obligó a renegociar varios puntos.",true,es,synthetic_es
"Perú tuvo cinco presidentes diferentes entre 2016 y 2022, una crisis institucional sin precedentes en su historia democrática. Tres mandatarios fueron destituidos mediante vacancia presidencial, un mecanismo parlamentario que generó debate sobre su uso como herramienta de inestabilidad política.",true,es,synthetic_es
"Venezuela experimentó una de las mayores migraciones en la historia reciente de América Latina, con más de 7.7 millones de personas saliendo del país según ACNUR al cierre de 2023. Esta diáspora se aceleró principalmente desde 2015 debido a la crisis económica y política.",true,es,synthetic_es
"Bolivia vivió una crisis política en noviembre de 2019 cuando Evo Morales renunció a la presidencia tras auditorías de la OEA que cuestionaron las elecciones de octubre. Morales denunció un golpe de Estado, mientras sus opositores hablaron de fraude electoral y restablecimiento democrático.",true,es,synthetic_es
"Nicaragua cerró más de 3,000 organizaciones de la sociedad civil entre 2018 y 2023, incluyendo universidades, medios de comunicación y ONG, según informes de organismos internacionales. Este proceso se intensificó tras las protestas de abril de 2018 contra reformas al sistema de seguridad social.",true,es,synthetic_es
"Honduras eligió en 2021 a Xiomara Castro como su primera mujer presidenta, con el 51.1% de los votos. Castro, esposa del expresidente Manuel Zelaya derrocado en 2009, asumió el cargo prometiendo combatir la corrupción y reformar el sistema político del país centroamericano.",true,es,synthetic_es
"El Salvador adoptó el bitcoin como moneda de curso legal en septiembre de 2021, convirtiéndose en el primer país del mundo en hacerlo. La medida generó críticas de organismos internacionales como el FMI y dudas sobre la exposición del país a la volatilidad de las criptomonedas.",true,es,synthetic_es
"Uruguay legalizó la producción, distribución y venta de marihuana en 2013, siendo el primer país del mundo en regularizar completamente el mercado del cannabis. La ley estableció tres vías de acceso: autocultivo, clubes cannábicos y farmacias, bajo estricta supervisión estatal.",true,es,synthetic_es
Guatemala enfrentó en 2023 una crisis institucional cuando el Ministerio Público y sectores judiciales intentaron suspender al partido Semilla y desaforar al presidente electo Bernardo Arévalo. Organismos internacionales y la comunidad diplomática expresaron preocupación por el Estado de derecho.,true,es,synthetic_es
"Cuba aprobó en 2022 un nuevo Código de las Familias mediante referéndum con 66.9% de apoyo, legalizando el matrimonio entre personas del mismo sexo y ampliando derechos sobre adopción y gestación solidaria. Fue el primer referéndum con campaña del NO permitida en décadas.",true,es,synthetic_es
"Paraguay mantuvo al Partido Colorado en el poder tras las elecciones de 2023, extendiendo su hegemonía que suma más de 70 años en el gobierno con breves interrupciones. Santiago Peña asumió la presidencia en un contexto de cuestionamientos sobre corrupción y narcotráfico.",true,es,synthetic_es
"Costa Rica eliminó su ejército en 1948 tras una breve guerra civil, estableciendo en su Constitución la abolición permanente de las fuerzas armadas. Desde entonces, el presupuesto que se habría destinado a defensa se reorientó hacia educación y salud pública.",true,es,synthetic_es
"Panamá enfrentó en 2023 protestas masivas contra un contrato minero con la empresa First Quantum que otorgaba concesión por 40 años. La movilización ciudadana logró que la Corte Suprema declarara inconstitucional el contrato, marcando una victoria del activismo ambiental.",true,es,synthetic_es
"República Dominicana modificó su Constitución en 2010 prohibiendo la reelección presidencial consecutiva, limitándola a dos períodos no continuos. Esta reforma surgió tras controversias sobre intentos de reformas que permitirían la reelección indefinida en varios países de la región.",true,es,synthetic_es
"Haití atraviesa desde 2021 una crisis de seguridad sin precedentes, con más del 80% de Puerto Príncipe controlado por bandas armadas según la ONU. El asesinato del presidente Jovenel Moïse en julio de 2021 agravó la ausencia de autoridad estatal efectiva.",true,es,synthetic_es
"Argentina legalizó el aborto hasta la semana 14 de gestación en diciembre de 2020, tras años de movilizaciones del movimiento feminista conocido como la Marea Verde. La ley fue aprobada por el Senado con 38 votos a favor y 29 en contra tras 12 horas de debate.",true,es,synthetic_es
"Brasil implementó en 2023 una reforma tributaria histórica tras más de tres décadas de intentos fallidos. La propuesta unifica cinco impuestos en un IVA dual y busca simplificar un sistema considerado uno de los más complejos del mundo, aunque su implementación será gradual hasta 2033.",true,es,synthetic_es
"Colombia eligió en 2022 a Gustavo Petro como su primer presidente de izquierda en la historia, junto con Francia Márquez como la primera vicepresidenta afrodescendiente. La victoria se dio en segunda vuelta con 50.4% de los votos frente al empresario Rodolfo Hernández.",true,es,synthetic_es
"Puerto Rico realizó en 2020 un referéndum consultivo sobre su estatus político donde el 52.5% votó por convertirse en el estado 51 de Estados Unidos. Sin embargo, el Congreso estadounidense no está obligado a acatar esta consulta, manteniendo la incertidumbre sobre el futuro político de la isla.",true,es,synthetic_es
"México realizó en 2021 una consulta popular sobre el juicio a expresidentes por posibles actos de corrupción, con participación de apenas 7.1% del padrón electoral, muy por debajo del 40% requerido para que fuera vinculante. El 97% de quienes votaron apoyaron iniciar investigaciones.",true,es,synthetic_es
"El Fondo Monetario Internacional confirmó en octubre de 2023 que la inflación global comenzó a desacelerarse después de alcanzar niveles no vistos desde la década de 1980. Según el organismo, la inflación mundial pasó de un pico de 8.7% en 2022 a una proyección de 6.9% para 2023, impulsada principalmente por la normalización de los precios energéticos.",true,es,synthetic_es
"Bitcoin experimentó una caída superior al 60% entre noviembre de 2021 y noviembre de 2022, pasando de cotizar cerca de 69 mil dólares a menos de 16 mil dólares. Esta debacle afectó a millones de inversores retail en América Latina que habían apostado a las criptomonedas como refugio ante la inflación regional.",true,es,synthetic_es
"La Organización Internacional del Trabajo reportó en 2023 que el desempleo juvenil global se mantiene en niveles preocupantes, afectando al 13% de los jóvenes entre 15 y 24 años. Esta cifra representa aproximadamente 73 millones de jóvenes sin trabajo en todo el mundo, con América Latina mostrando tasas superiores al promedio mundial en varios países.",true,es,synthetic_es
"Según la CEPAL, el comercio intrarregional en América Latina representa apenas el 13% del comercio total de la región, muy por debajo del 67% que se observa en la Unión Europea o el 49% en Asia. Esta baja integración comercial limita el potencial de crecimiento económico y aumenta la vulnerabilidad ante crisis externas.",true,es,synthetic_es
"El FMI desembolsó más de 650 mil millones de dólares en Derechos Especiales de Giro en agosto de 2021, la mayor asignación en la historia del organismo. Esta medida buscaba proporcionar liquidez a los países miembros para enfrentar las consecuencias económicas de la pandemia, aunque los países de bajos ingresos recibieron proporcionalmente menos recursos.",true,es,synthetic_es
"La guerra en Ucrania provocó que los precios internacionales del trigo aumentaran más del 50% durante el primer trimestre de 2022, generando una crisis alimentaria que afectó especialmente a países africanos y de Medio Oriente que dependen de las importaciones de cereales de esa región. América Latina también sintió el impacto en productos derivados.",true,es,synthetic_es
"Te cuento que El Salvador se convirtió en el primer país del mundo en adoptar Bitcoin como moneda de curso legal en septiembre de 2021. Sin embargo, el FMI expresó serias preocupaciones sobre los riesgos financieros y recomendó revertir la medida, mientras que la población mostró resistencia al uso generalizado de la criptomoneda.",true,es,synthetic_es
"La Reserva Federal de Estados Unidos implementó el ciclo de alzas de tasas de interés más agresivo en décadas, aumentando la tasa de referencia desde cerca de cero en marzo de 2022 hasta un rango de 5.25-5.50% en julio de 2023. Esta política contractiva buscaba controlar la inflación pero generó presiones en las economías emergentes.",true,es,synthetic_es
"Según datos del Banco Mundial, más de 70 millones de personas cayeron en pobreza extrema durante 2020 debido a la pandemia, revirtiendo décadas de progreso en reducción de pobreza global. América Latina fue una de las regiones más afectadas, con un aumento significativo en la desigualdad y pérdida de empleos formales.",true,es,synthetic_es
"Mira, el mercado de criptomonedas perdió más de 2 billones de dólares en capitalización durante 2022, pasando de 3 billones a menos de 1 billón. La crisis fue desencadenada por la quiebra de exchanges como FTX y el colapso de stablecoins como TerraUSD, afectando a millones de inversores latinoamericanos.",true,es,synthetic_es
"La deuda pública global alcanzó un récord histórico de 92 billones de dólares en 2023, equivalente al 92% del PIB mundial según el Instituto de Finanzas Internacionales. Los países en desarrollo enfrentan crecientes dificultades para pagar sus compromisos, con varios gobiernos africanos y latinoamericanos en riesgo de default.",true,es,synthetic_es
"China sobrepasó a Estados Unidos como principal socio comercial de América Latina en 2022, con un intercambio comercial que superó los 450 mil millones de dólares. Esta reconfiguración geopolítica ha generado tensiones y obligado a varios países de la región a balancear sus relaciones económicas con ambas potencias.",true,es,synthetic_es
"Resulta que el desempleo en España alcanzó cifras superiores al 27% durante la crisis de la deuda europea en 2013, convirtiéndose en uno de los niveles más altos entre países desarrollados. Esta situación provocó una ola migratoria de jóvenes españoles hacia América Latina, revirtiendo flujos migratorios históricos.",true,es,synthetic_es
"El Banco Central Europeo mantuvo tasas de interés negativas durante casi ocho años consecutivos, desde 2014 hasta 2022, en un intento por estimular la economía de la eurozona. Esta política monetaria ultra expansiva fue criticada por generar burbujas en activos inmobiliarios y distorsionar los mercados financieros globales.",true,es,synthetic_es
"Según cifras oficiales, Argentina acumula más de 45 años bajo programas del FMI desde 1958, convirtiéndose en uno de los clientes más frecuentes del organismo. El último acuerdo firmado en 2022 por 44 mil millones de dólares es el más grande en la historia del Fondo con un país individual.",true,es,synthetic_es
"La Organización Mundial del Comercio reportó que el volumen del comercio global de mercancías se contrajo 5.3% en 2020, la mayor caída desde la crisis financiera de 2009. Sin embargo, la recuperación fue más rápida de lo esperado, con un rebote del 9.8% en 2021 impulsado por el comercio electrónico.",true,es,synthetic_es
"Fíjate que Turquía experimentó una inflación anual superior al 85% en octubre de 2022, la más alta en 24 años, debido a políticas monetarias heterodoxas implementadas por el gobierno de Erdogan. La lira turca perdió más del 80% de su valor frente al dólar entre 2018 y 2023.",true,es,synthetic_es
"El precio del petróleo WTI cayó brevemente a valores negativos en abril de 2020, alcanzando -37 dólares por barril, un evento sin precedentes en la historia. Esta anomalía ocurrió debido al colapso de la demanda durante los confinamientos y la falta de capacidad de almacenamiento.",true,es,synthetic_es
"Dicen que el comercio de bienes ambientales representa apenas el 1.5% del comercio mundial, según la UNCTAD, a pesar del creciente consenso sobre la urgencia de la transición energética. Los aranceles y barreras no arancelarias continúan obstaculizando el intercambio de tecnologías verdes entre países desarrollados y emergentes.",true,es,synthetic_es
"El desempleo en Estados Unidos alcanzó 14.7% en abril de 2020, la tasa más alta desde la Gran Depresión de los años 1930. Más de 20 millones de empleos se perdieron en un solo mes, aunque la recuperación posterior fue más rápida de lo proyectado por la mayoría de los economistas.",true,es,synthetic_es
"Te cuento lo que pasó: Sri Lanka declaró default de su deuda externa en abril de 2022, convirtiéndose en el primer país de Asia en hacerlo en dos décadas. La crisis fue provocada por el agotamiento de reservas internacionales, mala gestión económica y los efectos persistentes de la pandemia en el turismo.",true,es,synthetic_es
"El yuan chino fue incluido en la canasta de monedas que componen los Derechos Especiales de Giro del FMI en octubre de 2016, junto al dólar, euro, yen y libra esterlina. Esta incorporación reconoció el creciente papel de China en la economía global y su progresiva internacionalización monetaria.",true,es,synthetic_es
"Mira lo que informó el FMI: las economías avanzadas crecieron apenas 1.5% en 2023, mientras que los mercados emergentes y economías en desarrollo expandieron 4.0%. Esta brecha refleja la mayor vulnerabilidad de los países desarrollados ante el endurecimiento monetario y el envejecimiento poblacional.",true,es,synthetic_es
"La capitalización de mercado del oro superó los 13 billones de dólares en 2023, consolidándose como el activo de refugio preferido durante períodos de incertidumbre. Los bancos centrales de economías emergentes, especialmente China y Rusia, aumentaron significativamente sus reservas áureas en los últimos años.",true,es,synthetic_es
"Según reportes, el mercado laboral estadounidense agregó más de 500 mil empleos mensuales en promedio durante el primer semestre de 2023, desafiando las predicciones de recesión. Esta fortaleza inesperada complicó los esfuerzos de la Reserva Federal para enfriar la economía y controlar la inflación persistente.",true,es,synthetic_es
"Según la NASA, los últimos ocho años han sido los más calurosos registrados en la historia moderna del planeta. El 2023 superó todos los récords previos, con temperaturas globales 1.48°C por encima de los niveles preindustriales. Esta tendencia coincide con las proyecciones científicas sobre el calentamiento acelerado.",true,es,synthetic_es
"Chile cerró 2023 con más del 60% de su matriz eléctrica proveniente de energías renovables, principalmente solar y eólica. Este porcentaje representa un aumento significativo respecto a la década anterior, cuando las energías limpias apenas alcanzaban el 20% del total nacional.",true,es,synthetic_es
"ChatGPT alcanzó 100 millones de usuarios en solo dos meses tras su lanzamiento en noviembre de 2022, convirtiéndose en la aplicación de más rápido crecimiento en la historia. Para comparar, Instagram tardó dos años y medio en alcanzar esa misma cifra de usuarios activos.",true,es,synthetic_es
"El Acuerdo de París establece como objetivo limitar el calentamiento global a 1.5°C por encima de los niveles preindustriales. Sin embargo, según el Panel Intergubernamental sobre Cambio Climático, al ritmo actual de emisiones podríamos superar este umbral antes de 2030, con consecuencias graves para los ecosistemas.",true,es,synthetic_es
"Resulta que los paneles solares modernos pueden generar electricidad incluso en días nublados, aunque con menor eficiencia. Investigaciones recientes demuestran que las nuevas tecnologías de células fotovoltaicas pueden aprovechar hasta el 25% de la radiación difusa que atraviesa las nubes, algo impensable hace una década.",true,es,synthetic_es
"La Amazonia brasileña perdió más de 10,000 kilómetros cuadrados de cobertura forestal durante 2022, según datos del Instituto Nacional de Investigaciones Espaciales. Esta cifra equivale aproximadamente al tamaño de un país como Líbano y representa un aumento preocupante respecto a años anteriores.",true,es,synthetic_es
"Oye, leí que Costa Rica logró generar el 98% de su electricidad con fuentes renovables durante cinco años consecutivos. El país centroamericano aprovecha principalmente energía hidroeléctrica, geotérmica y eólica, convirtiéndose en un modelo global de transición energética exitosa en América Latina.",true,es,synthetic_es
"Los modelos de inteligencia artificial como GPT-4 consumen cantidades masivas de energía durante su entrenamiento. Según estudios del MIT, entrenar un solo modelo grande puede generar emisiones de carbono equivalentes a cinco automóviles durante toda su vida útil, incluyendo su fabricación.",true,es,synthetic_es
"El hielo marino del Ártico alcanzó su sexto nivel más bajo registrado en septiembre de 2023, continuando una tendencia de décadas. Los científicos estiman que el Ártico podría experimentar veranos completamente libres de hielo antes de 2050 si las emisiones globales no se reducen drásticamente.",true,es,synthetic_es
"Te cuento que Uruguay genera más del 90% de su electricidad a partir de fuentes renovables, siendo líder mundial en energía eólica per cápita. El país sudamericano logró esta transición en menos de una década mediante inversión pública y privada coordinada en parques eólicos.",true,es,synthetic_es
"El nivel del mar ha aumentado aproximadamente 21 centímetros desde 1880, según datos de la NOAA. Este incremento se está acelerando: más de un tercio de ese aumento ha ocurrido en los últimos 25 años, amenazando a ciudades costeras de todo el mundo.",true,es,synthetic_es
"Científicos argentinos desarrollaron una bacteria modificada genéticamente capaz de descomponer plástico PET en solo semanas. Este avance publicado en revistas especializadas podría revolucionar el reciclaje, ya que actualmente este proceso puede tardar cientos de años en la naturaleza.",true,es,synthetic_es
"Mira, el precio de la energía solar ha caído más del 90% en la última década, haciéndola más económica que el carbón en la mayoría de los países. Esta reducción dramática de costos está impulsando una adopción masiva de paneles solares en América Latina.",true,es,synthetic_es
"Las emisiones globales de CO2 relacionadas con la energía alcanzaron un récord histórico de 37 mil millones de toneladas en 2023. A pesar de los compromisos climáticos internacionales, las emisiones continúan aumentando, principalmente por el uso de combustibles fósiles en Asia.",true,es,synthetic_es
"Según dicen investigadores del CONICET, los glaciares patagónicos están retrocediendo a una velocidad alarmante. Algunos de los principales glaciares han perdido más del 30% de su masa en las últimas tres décadas, afectando el suministro de agua dulce en la región.",true,es,synthetic_es
"La inteligencia artificial puede detectar cáncer de mama con mayor precisión que radiólogos humanos, según estudios publicados en Nature. Sistemas de IA analizando mamografías identificaron correctamente el 94.5% de casos malignos, superando el 88% de precisión de especialistas médicos.",true,es,synthetic_es
"Fíjate que México inauguró en 2023 uno de los parques solares más grandes de América Latina en Sonora, con capacidad para generar 1,000 megavatts. Esta instalación puede proveer electricidad a más de 1.3 millones de hogares, reduciendo emisiones equivalentes a plantar 50 millones de árboles.",true,es,synthetic_es
"Los océanos han absorbido aproximadamente el 90% del exceso de calor causado por el cambio climático desde 1970. Esta absorción está provocando acidificación oceánica, poniendo en peligro los arrecifes de coral y ecosistemas marinos en todo el planeta.",true,es,synthetic_es
"Investigadores colombianos identificaron más de 400 nuevas especies en la región amazónica durante los últimos cinco años. Sin embargo, advierten que muchas de estas especies podrían extinguirse antes de ser estudiadas completamente debido a la deforestación acelerada.",true,es,synthetic_es
"La producción de baterías de litio para vehículos eléctricos requiere cantidades masivas de agua, afectando comunidades en el norte argentino y chileno. Extraer una tonelada de litio puede consumir hasta 2 millones de litros de agua en regiones ya afectadas por escasez hídrica.",true,es,synthetic_es
"Dicen que el agujero en la capa de ozono sobre la Antártida está mostrando signos de recuperación gracias al Protocolo de Montreal de 1987. Científicos proyectan que podría cerrarse completamente hacia 2066, demostrando que la cooperación internacional puede revertir daños ambientales.",true,es,synthetic_es
"Brasil lidera la producción global de etanol a partir de caña de azúcar, con más del 85% de vehículos nuevos siendo flex-fuel. Este combustible renovable genera aproximadamente 90% menos emisiones que la gasolina tradicional en su ciclo de vida completo.",true,es,synthetic_es
"Sistemas de inteligencia artificial están siendo utilizados para predecir fenómenos climáticos extremos con hasta 10 días de anticipación. Estos modelos procesan millones de datos meteorológicos simultáneamente, mejorando significativamente la precisión de alertas tempranas para huracanes y sequías.",true,es,synthetic_es
"El permafrost siberiano está liberando metano a medida que se derrite, un gas de efecto invernadero 25 veces más potente que el CO2. Científicos rusos documentaron miles de cráteres formados por explosiones de metano acumulado bajo el suelo congelado en descongelación.",true,es,synthetic_es
"Resulta que las turbinas eólicas modernas son 50% más eficientes que las de hace diez años, generando electricidad con vientos de menor velocidad. Esta mejora tecnológica ha permitido instalar parques eólicos en regiones previamente consideradas no viables para este tipo de energía renovable.",true,es,synthetic_es
"En 2023, la Organización Mundial de la Salud confirmó que los algoritmos de redes sociales pueden amplificar contenido de salud falso hasta cinco veces más rápido que información verificada. Esto se documentó específicamente durante brotes de sarampión en Brasil y México, donde publicaciones antivacunas alcanzaron millones de personas en menos de 48 horas.",true,es,synthetic_es
"Facebook eliminó en 2020 más de 900 páginas y grupos en América Latina vinculados a campañas coordinadas de desinformación política. Según el informe de transparencia de Meta, estas redes falsas operaban desde México, Brasil, Argentina y Colombia, y habían generado más de 55 millones de interacciones.",true,es,synthetic_es
"Durante la pandemia, un estudio de la Universidad de Oxford reveló que WhatsApp fue el canal principal de difusión de fake news médicas en Brasil, México y Argentina. El 73% de los encuestados reportó haber recibido al menos un mensaje con información falsa sobre COVID-19 a través de grupos familiares.",true,es,synthetic_es
"Twitter implementó en 2021 etiquetas de advertencia en más de 12 millones de tuits en español relacionados con información engañosa sobre elecciones. La mayoría de estas publicaciones circularon durante procesos electorales en Perú, Chile, Honduras y Ecuador, según datos de la plataforma.",true,es,synthetic_es
"Investigadores de Stanford documentaron que los videos deepfake en español aumentaron 900% entre 2020 y 2023, siendo América Latina la segunda región con mayor crecimiento. Estos videos manipulados se usan principalmente para suplantación de identidad y fraudes financieros en redes sociales.",true,es,synthetic_es
"El Instituto Reuters para el Estudio del Periodismo reportó que el 62% de usuarios latinoamericanos desconfía de noticias que circulan en redes sociales, pero el 54% sigue usándolas como fuente principal de información. Esta paradoja se documentó en 18 países durante 2022.",true,es,synthetic_es
"TikTok removió en 2023 más de 2.3 millones de videos en América Latina por violar políticas contra desinformación. Según el reporte de transparencia, el 68% contenía afirmaciones falsas sobre salud, mientras que el 24% difundía teorías conspirativas sobre eventos políticos.",true,es,synthetic_es
"Un análisis del MIT reveló que noticias falsas en Twitter tienen 70% más probabilidad de ser retuiteadas que noticias verdaderas. En América Latina, este efecto es más pronunciado con contenido político y de salud, alcanzando audiencias seis veces más rápido que información verificada.",true,es,synthetic_es
